Kbytes,RSS,Dirty,Mode,Mapping
      36,      36,       0, r--s-, spring-jdbc-3.2.5.RELEASE.jar
      60,      60,       0, r--s-, spring-web-3.2.5.RELEASE.jar
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
       8,       8,       0, r--s-, asm-attrs-1.5.3.jar
      36,      36,       0, r--s-, log4j-1.2.16.jar
       4,       4,       0, r--s-, csm-common-3.7.1.85.jar
       4,       4,       0, r--s-, jsr250-api-1.0.jar
      12,      12,       0, r--s-, commons-pool-1.5.4.jar
      32,      32,       0, r--s-, spring-tx-3.2.5.RELEASE.jar
       4,       4,       0, r--s-, jetty-jmx-7.6.13.v20130916.jar
      12,      12,       0, r--s-, jetty-io-7.6.13.v20130916.jar
       4,       4,       0, r--s-, jetty-continuation-7.6.13.v20130916.jar
      48,      48,       0, r--s-, spring-beans-3.2.5.RELEASE.jar
      36,      36,       0, r--s-, javassist-3.12.1.GA.jar
      72,      72,       0, r--s-, log4j-core-2.1.jar
      16,      16,       0, r--s-, hibernate-annotations-3.3.0.ga.jar
      24,      24,       0, r--s-, postgresql-9.5-1000.jdbc4.jar
      12,      12,       0, r--s-, hibernate-commons-annotations-3.0.0.ga.jar
      16,      16,       0, r--s-, commons-lang-2.4.jar
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
   19004,   10240,   10240, rw---,   [ anon ]
   46532,       0,       0, -----,   [ anon ]
       8,       8,       0, r--s-, bayeux-api-2.7.0.jar
      12,      12,       0, r--s-, persistence-api-1.0.jar
      16,      16,       0, r--s-, validation-api-1.1.0.Final.jar
      32,      32,       0, r--s-, protobuf-java-2.5.0.jar
      12,      12,       0, r--s-, commons-dbcp-1.4.jar
       4,       4,       0, r--s-, commons-cli-1.1.jar
      84,      84,       0, r--s-, spring-context-3.2.5.RELEASE.jar
      12,      12,       0, r--s-, spring-support-2.0.6.jar
      24,      24,       0, r--s-, cglib-2.1_3.jar
      24,      24,       0, r--s-, antlr-2.7.6.jar
       8,       8,       0, r--s-, cometd-java-client-2.7.0.jar
       4,       4,       0, r--s-, cometd-java-common-2.7.0.jar
      20,      20,       0, r--s-, spring-expression-3.2.5.RELEASE.jar
      12,      12,       0, r--s-, log4j-api-2.1.jar
       8,       8,       0, r--s-, slf4j-api-1.7.5.jar
      52,      52,       0, r--s-, commons-collections-3.2.jar
      28,      28,       0, r--s-, quartz-1.8.3.jar
      20,      20,       0, r--s-, jetty-util-7.6.13.v20130916.jar
      12,      12,       0, r--s-, cometd-java-server-2.7.0.jar
      16,      16,       0, r--s-, spring-context-support-3.2.5.RELEASE.jar
       4,       4,       0, r--s-, cometd-websocket-jetty-2.7.0.jar
      32,      32,       0, r--s-, spring-aop-3.2.5.RELEASE.jar
       4,       4,       0, r--s-, cometd-java-annotations-2.7.0.jar
       8,       8,       0, r--s-, aopalliance-1.0.jar
       4,       4,       0, r--s-, javax.inject-1.jar
      12,      12,       0, r--s-, jetty-websocket-7.6.13.v20130916.jar
      20,      20,       0, r--s-, dom4j-1.6.1.jar
      72,      72,       0, r--s-, spring-core-3.2.5.RELEASE.jar
       8,       8,       0, r--s-, jetty-client-7.6.13.v20130916.jar
       4,       4,       0, r--s-, csm-test-common-3.7.1.85.jar
      36,      36,       0, r--s-, hibernate-validator-4.2.0.Final.jar
       8,       8,       0, r--s-, jetty-http-7.6.13.v20130916.jar
       8,       8,       0, r--s-, commons-logging-1.1.1.jar
       4,       4,       0, r--s-, jta-1.1.jar
       4,       4,       0, r--s-, asm-1.5.3.jar
      32,      32,       0, r--s-, spring-orm-3.2.5.RELEASE.jar
     128,     128,       0, r--s-, hibernate-3.2.1.ga.jar
       8,       8,       0, r--s-, jetty-servlets-7.6.13.v20130916.jar
      36,      36,       0, r--s-, spring-jdbc-3.2.5.RELEASE.jar
      60,      60,       0, r--s-, spring-web-3.2.5.RELEASE.jar
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     120,     120, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      92,      92, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      96,      96, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      92,      92, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     112,     112, rw---,   [ anon ]
      32,      28,       0, r-x--, libmanagement.so
    2044,       0,       0, -----, libmanagement.so
       4,       4,       4, r----, libmanagement.so
       4,       4,       4, rw---, libmanagement.so
       8,       8,       0, r--s-, jce.jar
      16,      16,       0, r--s-, jsse.jar
     772,     772,     772, rw---,   [ anon ]
     244,       8,       0, r-x--, libpcre.so.3.13.1
    2044,       0,       0, -----, libpcre.so.3.13.1
       4,       4,       4, r----, libpcre.so.3.13.1
       4,       4,       4, rw---, libpcre.so.3.13.1
      28,       8,       0, r-x--, libffi.so.6.0.1
    2044,       0,       0, -----, libffi.so.6.0.1
       4,       4,       4, r----, libffi.so.6.0.1
       4,       4,       4, rw---, libffi.so.6.0.1
      92,      52,       0, r-x--, libresolv-2.19.so
    2048,       0,       0, -----, libresolv-2.19.so
       4,       4,       4, r----, libresolv-2.19.so
       4,       4,       4, rw---, libresolv-2.19.so
       8,       4,       4, rw---,   [ anon ]
     128,      36,       0, r-x--, libselinux.so.1
    2044,       0,       0, -----, libselinux.so.1
       4,       4,       4, r----, libselinux.so.1
       4,       4,       4, rw---, libselinux.so.1
       8,       4,       4, rw---,   [ anon ]
      12,       8,       0, r-x--, libgmodule-2.0.so.0.4002.0
    2044,       0,       0, -----, libgmodule-2.0.so.0.4002.0
       4,       4,       4, r----, libgmodule-2.0.so.0.4002.0
       4,       4,       4, rw---, libgmodule-2.0.so.0.4002.0
    1048,     168,       0, r-x--, libglib-2.0.so.0.4002.0
    2044,       0,       0, -----, libglib-2.0.so.0.4002.0
       4,       4,       4, r----, libglib-2.0.so.0.4002.0
       4,       4,       4, rw---, libglib-2.0.so.0.4002.0
       4,       4,       4, rw---,   [ anon ]
     316,     152,       0, r-x--, libgobject-2.0.so.0.4002.0
    2048,       0,       0, -----, libgobject-2.0.so.0.4002.0
       4,       4,       4, r----, libgobject-2.0.so.0.4002.0
       4,       4,       4, rw---, libgobject-2.0.so.0.4002.0
    1456,     148,       0, r-x--, libgio-2.0.so.0.4002.0
    2044,       0,       0, -----, libgio-2.0.so.0.4002.0
      16,      16,      16, r----, libgio-2.0.so.0.4002.0
       8,       8,       8, rw---, libgio-2.0.so.0.4002.0
       8,       0,       0, rw---,   [ anon ]
      40,      40,       0, r--s-, resources.jar
      92,      68,       0, r-x--, libnet.so
    2044,       0,       0, -----, libnet.so
       4,       4,       4, r----, libnet.so
       4,       4,       4, rw---, libnet.so
      64,      56,       0, r-x--, libnio.so
    2048,       0,       0, -----, libnio.so
       4,       4,       4, r----, libnio.so
       4,       4,       4, rw---, libnio.so
       8,       8,       0, r--s-, jetty-io-8.1.15.v20140411.jar
      20,      20,       0, r--s-, jetty-util-8.1.15.v20140411.jar
      12,      12,       0, r--s-, jetty-websocket-8.1.15.v20140411.jar
      24,      24,       0, r--s-, javax.mail.glassfish-1.4.1.v201005082020.jar
       8,       8,       0, r--s-, javax.activation-1.1.0.v201105071233.jar
       8,       8,       0, r--s-, jetty-plus-8.1.15.v20140411.jar
      12,      12,       0, r--s-, transactions-jta-3.7.0.jar
       8,       8,       0, r--s-, transactions-jdbc-3.7.0.jar
       8,       8,       0, r--s-, transactions-api-3.7.0.jar
      16,      16,       0, r--s-, transactions-3.7.0.jar
      12,      12,       0, r--s-, atomikos-util-3.7.0.jar
      60,      60,       0, r--s-, org.eclipse.jdt.core-3.7.1.jar
      32,      32,       0, r--s-, org.apache.taglibs.standard.glassfish-1.2.0.v201112081803.jar
     160,     160,       0, r--s-, derby-10.6.1.0.jar
       4,       0,       0, -----,   [ anon ]
    1024,       8,       8, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,       8,       8, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      56,      56, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      52,      52, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,       8,       8, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,     156,     156, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1016,      88,      88, rw---,   [ anon ]
       4,       0,       0, -----,   [ anon ]
   20820,   20480,   20480, rw---,   [ anon ]
   65536,   65536,   65536, rw---,   [ anon ]
    4204,    2716,    2716, rw---,   [ anon ]
   61332,       0,       0, -----,   [ anon ]
     668,     660,     660, rw---,   [ anon ]
   64868,       0,       0, -----,   [ anon ]
   14236,    8192,    8192, rw---,   [ anon ]
   51300,       0,       0, -----,   [ anon ]
   12828,    4360,    4360, rw---,   [ anon ]
   52708,       0,       0, -----,   [ anon ]
       8,       8,       0, r--s-, javax.transaction-1.1.1.v201105210645.jar
      28,      28,       0, r--s-, org.apache.jasper.glassfish-2.2.2.v201112011158.jar
       8,       8,       0, r--s-, javax.servlet.jsp-2.2.0.v201112011158.jar
       8,       8,       0, r--s-, javax.servlet.jsp.jstl-1.2.0.v201105211821.jar
       8,       8,       0, r--s-, javax.el-2.2.0.v201108011116.jar
      12,      12,       0, r--s-, com.sun.el-2.2.0.v201108011116.jar
       8,       8,       0, r--s-, jetty-jmx-8.1.15.v20140411.jar
      12,      12,       0, r--s-, derbytools-10.6.1.0.jar
      20,      20,       0, r--s-, org.objectweb.asm-3.1.0.v200803061910.jar
       8,       8,       0, r--s-, javax.annotation-1.1.0.v201108011116.jar
    9312,    6752,    6752, rw---,   [ anon ]
    1748,    1748,       0, r--s-, rt.jar
   43740,   43516,   43516, rw---,   [ anon ]
       4,       0,       0, -----,   [ anon ]
    1024,      16,      16, rw---,   [ anon ]
       4,       0,       0, -----,   [ anon ]
    1024,      16,      16, rw---,   [ anon ]
       4,       0,       0, -----,   [ anon ]
    1024,      16,      16, rw---,   [ anon ]
       4,       0,       0, -----,   [ anon ]
    1024,      16,      16, rw---,   [ anon ]
       4,       0,       0, -----,   [ anon ]
    1024,      16,      16, rw---,   [ anon ]
       4,       0,       0, -----,   [ anon ]
    1024,      16,      16, rw---,   [ anon ]
       4,       0,       0, -----,   [ anon ]
    1024,      16,      16, rw---,   [ anon ]
       4,       0,       0, -----,   [ anon ]
    2888,    1880,    1880, rw---,   [ anon ]
    2052,    2052,    2052, rw---,   [ anon ]
   37504,   37344,   37344, rwx--,   [ anon ]
   11648,       0,       0, rw---,   [ anon ]
      32,      28,       0, r-x--, libzip.so
    2044,       0,       0, -----, libzip.so
       4,       4,       4, r----, libzip.so
       4,       4,       4, rw---, libzip.so
      40,      24,       0, r-x--, libnss_files-2.19.so
    2044,       0,       0, -----, libnss_files-2.19.so
       4,       4,       4, r----, libnss_files-2.19.so
       4,       4,       4, rw---, libnss_files-2.19.so
      44,      12,       0, r-x--, libnss_nis-2.19.so
    2044,       0,       0, -----, libnss_nis-2.19.so
       4,       4,       4, r----, libnss_nis-2.19.so
       4,       4,       4, rw---, libnss_nis-2.19.so
      92,      20,       0, r-x--, libnsl-2.19.so
    2044,       0,       0, -----, libnsl-2.19.so
       4,       4,       4, r----, libnsl-2.19.so
       4,       4,       4, rw---, libnsl-2.19.so
       8,       0,       0, rw---,   [ anon ]
      36,      24,       0, r-x--, libnss_compat-2.19.so
    2044,       0,       0, -----, libnss_compat-2.19.so
       4,       4,       4, r----, libnss_compat-2.19.so
       4,       4,       4, rw---, libnss_compat-2.19.so
     168,     132,       0, r-x--, libjava.so
    2048,       0,       0, -----, libjava.so
       4,       4,       4, r----, libjava.so
       8,       8,       8, rw---, libjava.so
      64,      64,       0, r-x--, libverify.so
    2044,       0,       0, -----, libverify.so
       8,       8,       8, r----, libverify.so
       4,       4,       4, rw---, libverify.so
   65528,   64652,   64652, rw---,   [ anon ]
       8,       0,       0, -----,   [ anon ]
       4,       4,       0, r--s-, jetty-jndi-8.1.15.v20140411.jar
       8,       8,       0, r--s-, jetty-annotations-8.1.15.v20140411.jar
       8,       8,       0, r--s-, jetty-servlets-8.1.15.v20140411.jar
      12,      12,       0, r--s-, jetty-deploy-8.1.15.v20140411.jar
       8,       8,       0, r--s-, jetty-webapp-8.1.15.v20140411.jar
       8,       8,       0, r--s-, jetty-servlet-8.1.15.v20140411.jar
       8,       8,       0, r--s-, jetty-security-8.1.15.v20140411.jar
      20,      20,       0, r--s-, jetty-server-8.1.15.v20140411.jar
       8,       8,       0, r--s-, jetty-continuation-8.1.15.v20140411.jar
       8,       8,       0, r--s-, jetty-http-8.1.15.v20140411.jar
      12,      12,       0, r--s-, servlet-api-3.0.jar
    1152,    1072,    1072, rw---,   [ anon ]
      28,      16,       0, r-x--, librt-2.19.so
    2044,       0,       0, -----, librt-2.19.so
       4,       4,       4, r----, librt-2.19.so
       4,       4,       4, rw---, librt-2.19.so
      88,      52,       0, r-x--, libgcc_s.so.1
    2044,       0,       0, -----, libgcc_s.so.1
       4,       4,       4, rw---, libgcc_s.so.1
    1044,     104,       0, r-x--, libm-2.19.so
    2044,       0,       0, -----, libm-2.19.so
       4,       4,       4, r----, libm-2.19.so
       4,       4,       4, rw---, libm-2.19.so
     920,     656,       0, r-x--, libstdc++.so.6.0.19
    2044,       0,       0, -----, libstdc++.so.6.0.19
      32,      32,      32, r----, libstdc++.so.6.0.19
       8,       8,       8, rw---, libstdc++.so.6.0.19
      84,      16,      16, rw---,   [ anon ]
   11448,    7788,       0, r-x--, libjvm.so
    2048,       0,       0, -----, libjvm.so
     616,     616,     616, r----, libjvm.so
     140,     140,     140, rw---, libjvm.so
     188,     184,     184, rw---,   [ anon ]
      96,      76,       0, r-x--, libz.so.1.2.8
    2044,       0,       0, -----, libz.so.1.2.8
       4,       4,       4, r----, libz.so.1.2.8
       4,       4,       4, rw---, libz.so.1.2.8
     100,      76,       0, r-x--, libpthread-2.19.so
    2044,       0,       0, -----, libpthread-2.19.so
       4,       4,       4, r----, libpthread-2.19.so
       4,       4,       4, rw---, libpthread-2.19.so
      16,       4,       4, rw---,   [ anon ]
      12,       8,       0, r-x--, libdl-2.19.so
    2044,       0,       0, -----, libdl-2.19.so
       4,       4,       4, r----, libdl-2.19.so
       4,       4,       4, rw---, libdl-2.19.so
    1784,     848,       0, r-x--, libc-2.19.so
    2048,       0,       0, -----, libc-2.19.so
      16,      16,      16, r----, libc-2.19.so
       8,       8,       8, rw---, libc-2.19.so
      20,      20,      20, rw---,   [ anon ]
      52,      48,       0, r-x--, libjli.so
    2044,       0,       0, -----, libjli.so
       4,       4,       4, r----, libjli.so
       4,       4,       4, rw---, libjli.so
     140,     128,       0, r-x--, ld-2.19.so
       4,       4,       0, r--s-, jetty-xml-8.1.15.v20140411.jar
      12,      12,       0, r--s-, sunpkcs11.jar
       8,       8,       0, r--s-, zipfs.jar
       4,       4,       0, r--s-, dnsns.jar
      12,      12,       0, r--s-, icedtea-sound.jar
      16,      16,       0, r--s-, sunjce_provider.jar
       8,       8,       0, r--s-, java-atk-wrapper.jar
      16,      16,       0, r--s-, localedata.jar
     688,     684,     684, rw---,   [ anon ]
     180,       0,       0, rw---,   [ anon ]
      12,       0,       0, -----,   [ anon ]
    1036,     184,     184, rw---,   [ anon ]
      32,      32,      12, rw-s-, 996
       4,       4,       4, rw---,   [ anon ]
       4,       0,       0, r----,   [ anon ]
       8,       8,       8, rw---,   [ anon ]
       4,       4,       4, r----, ld-2.19.so
       4,       4,       4, rw---, ld-2.19.so
       4,       4,       4, rw---,   [ anon ]
    1156,      36,      36, rw---,   [ stack ]
       8,       4,       0, r-x--,   [ anon ]
       4,       0,       0, r-x--,   [ anon ]
